pickup_datetime,passenger,pickup_geohash,dropoff_geohash,fare
2011-05-21 01:21:00,1,dr5rsnc7b5cj,dr5ru0bsbcu5,5.7
2012-12-01 04:40:55,3,dr5rgbwvr1c0,dr5rsjk99vux,7.5
2009-04-10 09:09:00,2,dr5rugt3276c,dr5rvj6tsthc,4.1
2009-10-01 21:35:34,1,dr5rsq7v9g5w,dr5rvmu0u2yj,17.3
2010-09-11 14:19:42,3,dr72hc4qzszg,dr5ruxcq4d7r,5.7
2011-12-19 10:59:25,1,dr5rvp2yxee1,dr5rut3pmrvy,8.9
2012-06-16 19:59:00,1,dr5revvm783f,dr5rsp3gwpdw,4.9
2012-09-27 10:09:00,1,dr5rvsz09p3w,dr5rsqs1mn0p,26.3
2013-07-11 09:40:00,1,dr5ru3dj0zqf,dr72h2x1wvmk,20.0
2009-08-04 19:22:48,1,dr5ru73kz4vf,dr72h8pn1uwm,8.5
2010-10-16 13:23:00,2,dr5rsket5tgc,dr5ruu960r6j,14.5
2011-12-18 05:43:00,3,dr5ru2bx4svc,dr5ru931mghc,5.3
2012-06-23 03:08:00,2,dr5rsjh8jcm8,dr5rt3uefvj0,12.1
2013-03-06 22:49:57,1,dr5ru1z6rvf3,dr5rkpzvjjuh,17.0
2011-08-05 18:25:59,2,dr5rusrxbr0f,dr5rus8zggr1,6.1
2012-08-24 19:38:00,1,dr5ru3ufh5gu,dr5ru2d4gw7b,4.5
2014-09-23 19:24:26,4,dr5ru0j1xrrv,dr5rsn4fv45j,8.0
2009-06-29 07:36:34,1,dr72h8yvj9ws,dr5rvj9r0m72,6.9
2010-05-21 20:39:25,1,dr72huugw0xv,dr5rut4du8zd,10.9
2014-04-04 17:33:00,1,dr5rudgqgsnj,dr5rud6ruwzy,4.0
2010-06-25 17:18:30,1,dr5ruf0u323y,dr5rvn1nqf2d,6.5
2012-01-27 18:03:00,1,dr5ruxunyu4b,dr5ruw16tctq,6.1
2013-03-21 14:13:35,2,dr5ruktbd5z0,dr5ryyz2pb68,50.83
2012-12-21 18:30:00,1,dr5rspmbz828,dr5rsjrgu0gk,6.0
2014-09-06 11:37:18,1,dr5rsm74me0p,dr5ru36cyf88,11.5
2010-04-06 07:42:17,1,dr5regb340k1,dr72hdk3nky9,3.3
2012-11-08 08:49:01,1,dr5rum325dy4,dr5ru6fqeqzy,6.5
2013-04-04 11:59:00,1,dr5rusf2wxv4,dr5ru4ujs265,10.0
2014-06-09 07:31:00,3,dr72j1p1uz5j,dr5rvjxnryfk,9.0
2010-11-03 19:05:34,1,dr5rspu6r1ep,dr5rsrk7de8g,5.3
2011-02-20 08:31:34,1,dr5ru4z5ztr9,dr5ru5djssrp,4.5
2011-10-21 13:01:35,1,dr5ru3qgs92f,dr5ru05xj892,4.9
2010-03-28 22:37:00,2,dr5ruknx4pm8,dr5rsk3jqbr2,12.5
2010-07-06 15:37:41,1,7zzzzzzzzzzz,7zzzzzzzzzzz,3.7
2010-02-16 22:09:17,3,dr5ruhq2b5bf,dr5rukxgg2vx,5.3
2011-10-12 07:52:04,1,dr5rkjext8p0,dr5ruexey0kb,20.5
2012-05-19 04:27:00,1,dr5ru6kntxh6,dr5ru7dyd0xu,4.1
2010-02-16 11:35:00,1,dr5ruznhcxux,dr5rugszgbez,7.3
2010-08-04 14:52:00,1,dr5ruvv9jsq0,dr72h9stjxbd,9.3
2011-12-14 23:12:17,2,dr5rkwcf59g4,dr5rvnm5qebq,17.3
2012-06-11 21:47:04,1,dr5rvhfdz15f,dr5ruv59c4fp,4.5
2013-12-02 22:39:00,1,dr5ru1xqyv5b,dr5ru73f3z1h,6.5
2015-03-10 22:38:59,1,dr5rudbz9gyt,dr5rvnu6hh6b,13.5
2015-04-21 19:49:13,1,dr5x0zz6b8ch,dr5ru42mtg5w,57.54
2010-04-20 09:19:00,1,dr5ruvdqf1ph,dr72hc445yvc,7.3
2010-11-03 13:28:00,1,dr5rusj0yyk4,dr5rusj0yyk4,5.3
2011-08-30 22:28:15,1,dr5rsqdsu7ej,dr5rmhtyc92p,19.7
2009-03-06 22:39:32,1,dr5ru7ymvw92,dr5rsngrsk9n,10.2
2012-01-15 02:14:00,2,dr5ruu5w5xpb,dr5ru05qbbsm,10.9
2013-03-02 22:52:00,5,dr5reuh6zf6s,dr5rsn2dphej,6.5
2009-09-03 09:24:56,1,7zzzzzzzzzzz,7zzzzzzzzzzz,4.1
2011-04-04 11:46:43,2,dr72j0h85ywy,dr5rustt6h4d,8.9
2011-12-05 07:45:00,5,dr5ru0j32jxp,dr5ru61hsts0,4.5
2012-06-21 19:01:00,2,dr5reuxeynn6,dr5ruht74vf9,14.5
2013-11-01 03:45:22,1,dr5ru428rbtn,dr5ru3x8ezwf,12.5
2015-02-07 19:28:20,1,dr5ru4npqvtb,dr5rsx6wcprc,9.0
2010-05-21 20:46:26,4,dr5ru9q3rd31,dr5ruk1t3p8p,6.9
2011-11-12 20:38:52,2,dr5reyvg7hts,dr5rsjcx528e,6.1
2012-08-01 15:01:00,1,dr5rvnzp289p,dr5rvps3fwez,3.7
2011-05-30 06:34:16,2,dr5ruhkmg2gp,dr5ruhz5pz87,4.1
2011-10-01 00:05:00,4,dr5rukjer36n,dr5ruekzc9wy,7.3
2013-02-28 11:11:00,1,dr5rzn8g5z7m,dr5rkrwq92wh,30.0
2013-12-03 19:33:54,1,dr5ru9g9dp0p,dr5rugu485gu,7.0
2014-09-25 22:01:21,1,dr5ruqr7zxfu,dr5rurrm6t8b,5.0
2009-02-04 12:00:33,1,dr5rvjh7f54e,dr5ruv3w4x2f,7.3
2009-06-14 23:55:54,1,dr5rsjwywtxv,dr5rudekc9qx,7.7
2011-04-03 12:12:22,1,dr5ruv4hpnqp,dr5ruxkcvpd1,6.9
2013-02-27 23:13:00,1,dr5ru3vefv9q,dr5rvpsy6kqv,12.0
2015-04-06 13:47:53,1,dr5rsjvk72s1,dr5revw21kvx,6.0
2011-03-31 20:04:00,1,dr5ru3e13es1,dr5x1p0bjw9r,49.8
2012-02-18 18:06:14,1,dr5ruknrm018,dr5rusz59qx2,6.5
2009-07-28 17:49:00,5,dr5ruyz49fue,dr5ruuspkucw,5.3
2010-04-10 17:24:00,1,dr5rsqecw778,dr5rspcvuq3y,4.9
2010-06-24 06:54:00,6,dr5reu3cen83,dr5rudqcxf54,15.7
2011-06-10 13:34:37,1,dr5rsjpthqp9,dr5rsp5zyhbe,5.7
2013-01-23 06:20:11,1,dr72j14dvm83,dr5rue1rtzqf,8.5
2013-10-19 11:56:00,1,dr5ru607d1bs,dr5rudf9hxyv,7.5
2014-05-22 23:52:18,1,dr5rsnfpg2ud,dr5rkjvt6nt2,17.0
2014-06-13 12:15:00,1,dr5rsjysdyn9,dr5ru910x4p7,8.0
2009-09-04 11:42:35,1,dr5rvn8m96mg,dr5ruu23bv2s,6.5
2009-11-21 17:01:25,2,dr5ruhqeh2h4,dr5ru68ews4q,8.5
2010-03-31 09:23:48,1,dr5redwd2rtp,dr5reeppsmxy,2.9
2012-03-31 22:45:10,4,dr5rufbejkqp,dr5redzez3p9,14.1
2009-04-29 23:36:00,5,dr5rukszscfp,dr5ruqrcpqb8,4.5
2009-09-15 21:29:00,1,dr72hf2d0zkb,dr72jqr4fdvm,10.1
2010-09-24 11:04:26,1,dr5ru45jrxw7,dr5rud9sr3ky,9.7
2011-08-12 23:20:53,1,dr72hf4skgyj,dr5ruhverbd9,8.9
2009-11-24 08:37:38,1,dr72j0qukbnn,dr5rvq853vrh,6.1
2010-10-30 18:30:06,1,dr5rshvpjm73,dr5rst8m495e,7.3
2011-01-30 13:47:00,1,dr5ruuuz16qq,dr5rur7gqmx6,8.9
2012-01-23 18:48:00,5,dr5ru29cy7br,dr5rk6ugfwjs,31.7
2013-02-08 14:41:00,1,dr5rsqwucwu6,dr5ruspwby9q,11.5
2012-05-19 16:41:00,1,dr5rusb0ws9u,dr5rgckx6p7d,13.3
2014-03-14 08:59:06,1,dr72h93fy9vw,dr5rushyc535,16.5
2010-02-23 19:41:00,1,dr5ruu2rvpcf,dr5ru10kusp3,11.3
2010-12-16 14:11:50,1,dr5ruu801u71,dr5rue0xsvce,8.1
2012-12-28 13:24:00,1,dr5rsr3zk92m,dr5rsmfm721u,9.0
2011-06-06 08:34:00,1,dr5rgbkcjspv,dr5rusj39b12,10.9
2013-12-22 14:34:11,1,dr72j2041w04,dr72j29sfwt8,4.0
2009-02-06 12:33:00,2,dr5ru7nttwz4,dr5rsq5sgcsp,9.3
2009-08-16 19:37:26,1,dr5rusnuzvhd,dr5ruurtd52s,4.5
2011-01-13 10:41:59,1,dr5ruh0yb8cm,dr5rsj7skpj6,12.9
2011-06-30 11:14:00,1,dr72jj00pe50,dr72hgfhvx1u,4.9
2012-11-26 18:34:51,1,dr5ru2sc3yym,dr72j0e5072m,15.5
2013-10-05 22:30:23,2,dr5rtm8s5un8,dr5ru730k4um,25.0
2014-11-19 11:07:00,1,dr5r7vbjvmtk,dr5x0ze89k2t,75.33
2010-04-16 18:15:00,1,dr5ruzw6et9m,dr72h8pshmem,4.5
2011-12-31 06:48:54,1,dr72m0qbs1hp,dr72jnfdsvfb,4.1
2009-09-11 03:23:27,2,dr5rsm2csqt8,dr5rsmgyzvsu,4.5
2010-03-14 11:45:34,1,dr5ruwbfx7e7,dr5ru1qhr8cp,8.5
2012-10-03 16:46:00,1,dr5ru0jejd21,dr5rsm923bfr,9.5
2012-11-28 13:41:00,2,dr5rusdqnc1k,dr5reu5r5cwr,21.0
2013-09-10 08:39:00,2,dr5redq9ue30,dr5reguhqbdn,7.0
2015-06-28 14:54:35,1,dr5reyekc7tx,dr5rumwgum0s,15.5
2009-05-23 11:01:25,1,dr5rut1zfv5c,dr5ru61ppuxr,8.1
2013-08-16 10:32:00,1,dr72hgnqxscx,dr72jde848v8,11.5
2013-09-25 17:07:15,2,dr5rvj5xjmv2,dr5ruuyz3mff,5.0
2009-02-27 12:19:57,1,dr72jh5q0k4j,dr72jd6q2cd6,7.7
2012-05-16 14:23:00,1,dr5refwmx987,dr5ref0j91kf,5.3
2012-10-19 22:32:06,1,dr5rvjceujny,dr5rue39g8hn,9.5
2011-01-22 21:55:00,2,dr5ru2jxtttf,dr5rsjsn86gu,6.9
2011-01-22 21:55:00,1,dr5rum8teyze,dr5ruq3ddwbs,5.7
2012-05-22 20:52:22,1,dr5rsxfkd5uq,dr5rsqeh3qxg,4.5
2013-05-30 23:29:00,1,dr5rusqt1bxd,dr72j0w4pmeg,8.5
2014-08-06 19:16:44,1,dr5ru1v1bqej,dr5ru0vr0zzx,4.0
2012-09-29 17:58:39,2,dr5refx2kcc4,dr5rukw2cmqb,24.0
2013-06-20 01:29:59,1,dr5rukvvc8tq,dr72j59zq8m0,12.5
2012-03-15 11:54:20,1,dr5rspz45c9x,dr5ru03sd9vy,3.7
2015-01-09 19:45:48,2,dr5ruvms593v,dr5rvn9zzesx,4.0
2010-09-11 14:56:00,5,dr5ru45mstjn,dr5ru1v5kpus,6.1
2011-04-25 01:01:00,2,dr72hdrmh5sp,dr72jpkwwd84,7.7
2013-06-07 23:42:00,1,dr5ruudmj4kk,dr5rvg8eqgyr,15.0
2014-03-11 22:28:00,1,dr5rsmefb7nb,dr5ru8shuukg,5.5
2013-12-26 00:31:37,1,dr5rvne5r13y,dr72h8ps90h7,5.5
2009-06-10 12:00:57,1,dr5rgfw5ufqe,dr5ru5jyt3xv,7.3
2009-09-13 21:56:00,2,dr5ru639sr1g,dr5ruduzwz4n,6.9
2010-10-11 01:58:02,1,dr5ru9x0qx2k,dr5rv1dg14w3,10.5
2012-10-05 03:19:00,1,dr5ref1nu9qv,dr5ruf14c9xj,18.5
2010-03-07 00:22:21,2,dr5rudby4hvg,dr5reftynkrm,12.5
2011-11-24 18:23:00,2,dr5rvdjze4d2,dr5rxq4bvjhq,49.8
2014-10-14 07:56:00,2,dr5rudmu8t8s,dr5recg0qrg2,16.5
2010-02-22 16:49:46,1,dr72h8fdexyf,dr72hcetsezj,4.9
2011-07-26 08:16:56,1,dr5ru1wsxs79,dr5ruekzy96d,7.7
2012-01-12 19:21:00,1,dr5rus9f7cr0,dr5ruxbchzjy,7.3
2014-05-28 13:13:23,1,dr72hdntdqkn,dr72hg2cuzhp,4.0
2015-01-28 21:59:08,1,dr72j0tf80me,dr5rumkd0pje,11.5
2010-10-28 13:42:00,5,dr5revpy1tvm,dr5rezwncz2x,7.3
2011-11-05 03:40:40,1,dr5rsmy6n0ng,dr72hf9wnsy5,16.9
2013-05-01 06:50:00,1,7zzzzzzzzzzz,7zzzzzzzzzzz,2.5
2013-09-03 09:03:53,1,dr5rv6we8rzy,dr5rsjv1vqde,19.5
2009-05-13 22:11:00,1,dr5refjkk9uf,dr5redvy5v57,4.9
2010-05-12 22:34:25,1,dr5rud78s51u,dr5rs49mujvu,12.9
2013-02-27 17:41:00,5,dr5rvn3pj89h,dr5rusyp0x1g,9.0
2010-01-09 13:23:01,2,dr5rsj4v79up,dr5rs2b1ch0v,7.3
2010-01-11 20:02:53,1,dr5rue22mwnf,dr5ru4qfuf1m,6.1
2010-04-14 17:20:40,1,dr5ruehfdc6t,dr5rsqdc0q11,9.3
2009-01-27 11:47:30,1,dr5refjw9vyg,dr5rshddh8fn,7.3
2011-01-14 23:18:26,1,dr5ru3dqsmk5,dr72h97pwwxr,12.9
2012-04-08 19:20:29,1,dr5rukxejfvx,dr5ru60p5xsq,6.5
2012-07-27 22:37:00,5,dr5ref5cgbjj,dr5ru654z0tx,10.5
2013-06-07 10:57:00,2,dr5rzn8ggw8n,dr72jhwzx46p,32.33
2009-03-31 09:51:00,1,dr5reuyj3mt6,dr5reu5j3s01,3.3
2014-09-08 19:01:00,6,dr5rgfjfuv00,dr5ru0rj98yt,7.0
2010-04-06 10:07:26,1,dr5ru63ws4qh,dr5rus32kwp3,8.9
2010-09-20 10:08:00,3,dr5rudt0khtd,dr5ru73755kb,10.1
2010-10-27 02:14:48,1,dr5rshwd24es,dr5rk13ptts7,17.3
2011-08-17 18:45:00,2,dr5rudvfvrqw,dr5ru73zw3fs,7.3
2014-05-07 02:08:40,1,dr5ru7nnv6gd,dr5rum3yqyjb,9.0
2014-09-10 10:20:00,5,dr5ruy7pdqh6,dr5ruv8sdghp,4.0
2009-11-11 21:05:59,1,dr5ru6kx21qf,dr5rukk1pdvj,5.3
2010-06-01 18:12:00,6,dr5ru1qt1pe9,dr5ruywv3qwe,14.1
2013-05-12 03:05:49,1,dr5rsmqsz6u4,dr5ru9yknhvn,8.0
2014-05-09 19:55:00,2,dr5rsutsd28r,dr5rtn2th258,5.0
2012-09-05 08:07:00,2,dr5rvn4r6bty,dr5ruscxmv32,13.0
2012-08-30 00:18:32,1,dr5rsjqgmmrd,dr5rt5w5wjgt,8.9
2014-11-10 23:43:22,1,dr5ru3fttt7m,dr5ru8v46etf,5.5
2010-08-12 19:10:09,1,dr5ru0xsj9yk,dr5rsqucggmv,4.9
2011-04-03 20:19:12,1,dr5rudcd5vvv,dr5rtpew8wd1,13.3
2011-10-24 09:47:00,4,dr5rug957zty,dr5ruzwts7c1,9.7
2014-11-11 14:13:00,1,dr5ru0mbs08g,dr5ru4njgzm8,7.0
2010-12-09 21:54:38,4,dr5ru2zm76y4,dr5rskfr2vdb,9.3
2011-05-06 15:16:59,1,dr5ru1dx0gww,dr5ru4qe4sn3,3.7
2013-02-08 09:36:00,1,dr5revygc0jz,dr5rufd68gz8,17.5
2013-12-08 11:14:00,1,dr5rumqpzb0k,dr5ru1p6uvn9,10.5
2012-03-05 08:25:00,1,dr5ru1xks2zn,dr5ru08uf25d,4.1
2014-04-27 12:22:00,1,dr5reye1z1gc,dr5rusunu9nu,15.5
2011-02-06 02:56:00,2,dr5ru1bp1hgb,dr5ru8128utf,6.5
2011-04-11 03:46:00,5,dr5rsjhf5sed,dr72je4h3qsw,19.7
2011-05-17 21:18:00,1,dr5rsn768yfj,dr5rsmdn8cyb,4.5
2013-04-11 19:15:58,2,dr5recuqvv2h,dr5rsut1nnng,16.0
2014-09-10 18:43:00,1,dr5ru1mcfx0m,dr5rezz0bxu9,6.0
2009-09-17 18:01:00,2,dr5rus3z0bw0,dr5rudyqnwym,7.3
2010-09-15 10:37:34,1,dr5rsxfm5txu,dr5rude324j8,4.1
2011-08-13 18:55:00,1,dr5rudg0u9rg,dr5recdcj30t,18.1
2011-11-01 23:34:00,1,dr5ru09tw4nt,dr72hyrtwhbn,16.9
2012-09-24 16:35:34,1,dr72j0e2xhv2,dr72jhtyrxu1,10.5
2013-03-01 20:55:48,3,dr5rud9xcy1v,dr5reg00vq43,21.5
2013-03-30 21:33:00,3,dr5ru3jmfuej,dr5rsm9et1zb,11.5
2010-04-13 07:32:00,1,dr5rsrd4tr6m,dr5ruspq3cmq,7.3
2011-02-18 00:00:50,1,dr5rvn6gqudv,dr5ru1hdjj2e,12.5
2013-07-06 19:16:59,1,dr5ru0b5fft3,dr5rsjqxyb3s,9.0
2009-07-16 15:33:06,1,dr5rezqpxsqt,dr5ru0xpp83h,4.9
2010-05-23 17:09:00,1,dr5ryyxmt5bd,dr5reve1uzcr,29.7
2010-11-11 19:11:00,1,dr5rue936y0d,dr5ru6d00587,6.9
2011-09-24 23:21:30,1,dr72h8ewwy1f,dr72m63d765y,12.1
2015-04-04 00:34:35,2,dr5rsp7wks5f,dr5ru654tz7w,12.5
2010-12-10 11:47:00,1,dr5ru8v4kf5f,dr5rvnm4xdzn,7.3
2014-02-06 11:28:53,1,dr5rusru3xbc,dr5rvnbejhjb,8.5
2014-08-17 01:02:30,1,dr5rsqb0wkc6,dr5rsx1xqvrk,7.0
2010-03-14 07:42:00,1,dr5rvszkn6xu,dr5rue2z2ewz,11.3
2015-06-10 10:01:01,2,dr5ru5qyuqw4,dr5ru5dh61uq,5.5
2009-08-17 13:40:00,2,dr5ruuyw7h8h,dr5rvh0mc943,4.5
2011-02-11 20:53:58,1,dr5rukghh2pn,dr5rsqzmcqtj,10.5
2015-01-10 16:58:44,1,dr5rumdy7uj4,dr72j0pm6dtm,13.5
2009-09-02 14:37:44,1,dr5rukd0d6p7,dr5revrq57c6,14.1
2009-12-19 00:37:08,3,dr72hb9r0612,dr5rvh2v3hkd,9.3
2012-02-28 14:06:00,1,dr5rurhvu7gm,dr72h2rf7q53,4.1
2015-05-31 15:51:34,1,dr5ruvhpddmr,dr5rvhgfftv7,9.5
2009-03-06 13:50:27,1,dr5ru20yn8b1,dr5ru4px97nd,6.5
2010-06-25 23:45:37,2,dr5ru143r7g4,dr5rvym1sqn4,20.5
2010-12-30 22:40:00,1,dr5reyqgwcf2,dr5rus3057s7,11.7
2014-01-16 18:10:00,5,dr5rvr1de6zx,dr5rvpfb6ye7,8.0
2014-10-09 11:42:09,1,dr5rue5g4d1n,dr5ru62qw610,9.0
2010-01-31 19:19:00,1,dr5rnj63960j,dr5rnj63960j,10.9
2010-11-12 08:51:55,1,dr5ruu2u1t4v,dr5rvnbn0fjh,6.5
2011-07-27 04:19:18,2,dr5ru0hbpn7s,dr5ryhbum5p8,16.5
2013-01-26 11:47:00,1,dr5rvj8u1v60,dr5ru7n5xkej,11.0
2013-03-01 08:56:00,1,dr5ruv9cvyvr,dr5ruw6ccrku,4.5
2011-10-05 10:51:13,1,dr72jw13vg0e,dr5rvh2606mj,19.3
2013-09-27 08:10:18,3,dr5regswb9k8,dr5rezjrth1e,8.0
2014-08-11 21:54:12,1,dr5rsm55kpts,dr5rudegwmbk,11.5
2015-01-23 17:00:54,1,dr5rhryjx7yv,dr5rznherbxc,38.5
2015-03-16 05:35:46,6,dr72hf2y6kcc,dr5x1nbqvz79,57.33
2013-03-20 08:32:00,5,dr5ruuutnx35,dr5rusqehdtm,7.5
2013-01-19 01:36:43,1,dr5rsq3spj35,dr5ryhhu18x9,24.0
2014-01-25 12:04:00,1,dr5ru4qe5rh0,dr5ru7d033pj,5.0
2014-11-01 13:55:00,1,dr5x1p1vh458,dr5ru53xuj7m,57.33
2014-11-07 10:06:24,1,dr5rznjz6n21,dr5ru4mc75hw,45.83
2015-02-20 12:10:55,3,dr5rushrg8cu,dr5refhbbd31,19.5
2010-10-17 03:06:00,3,dr5ruqprctg0,dr5ruqnu468r,2.5
2014-02-16 15:52:00,1,dr72hdz1bhdx,dr5rvhb2f35h,15.5
2009-04-08 18:23:00,1,dr5ru0uysfqg,dr72hbcstu87,13.3
2010-11-18 09:14:17,1,dr5ruf8rk7uu,dr5rueh20xzc,4.5
2013-03-02 20:11:57,2,dr5rsnfjc9t7,dr5ru0f4x9s3,7.0
2014-12-04 19:41:00,1,dr5ruste0sq9,dr5rsj94fn5v,16.5
2009-03-06 15:47:29,1,dr5rusvz8zzk,dr5ru635146g,9.7
2010-01-15 20:11:00,2,dr5rsr52d6m7,dr5rs48jm78s,8.9
2010-09-13 10:13:20,2,dr5ru6j652dt,dr5rujtec8u2,32.27
2009-08-06 21:04:00,5,dr5ruqxc76rb,dr5rudgjtcr3,6.9
2009-11-22 14:12:15,1,dr5rezhx16pw,dr5ru03hft76,4.9
2014-03-29 21:59:00,1,dr5rumdswqde,dr5rvr1qkjwu,24.0
2014-05-01 11:54:25,1,dr5ru8v668kj,dr5ru60cdv29,13.0
2011-05-22 01:23:00,6,dr5rukqher0x,dr5ruxh7mfce,6.9
2013-11-02 19:45:38,1,dr5rumx0fmpd,dr5ryhsjmur0,19.5
2014-04-01 13:28:53,1,dr5ruu3sg7hm,dr5ru7mrk9g5,10.0
2012-04-08 07:49:00,1,dr5rud1mp1cp,dr5ryyxphg6h,25.7
2012-10-31 13:54:58,1,dr5ru7u82894,dr5ruek8qdum,5.5
2014-07-06 19:48:00,1,dr5ruxggw5eh,dr5rukx9dmq6,7.0
2009-11-02 07:30:19,1,dr5rspjwxcte,dr5rusc3wvyf,8.9
2011-01-13 06:26:00,3,dr5ru3r7w0uw,dr5ru7p4gh2j,5.7
2011-07-16 03:42:00,1,dr5ru1ft4vj0,dr5ruuyst1w1,12.5
2012-08-18 09:54:07,1,dr5ru779vj6j,dr5rusy7k7w0,6.9
2011-09-21 07:29:00,2,dr5rue3grxf8,dr72j3tr0b8m,12.1
2012-07-23 20:34:07,1,dr5ru6pu4t69,dr5rsq4g1u6m,8.5
2015-03-10 16:04:23,1,dr5ru3022vs2,dr5ru3epkuz3,5.5
2009-07-19 14:47:00,1,dr5rkmpwcgzx,dr5rthd4011u,12.9
2012-08-11 22:24:39,1,dr5ru1ft3vmj,dr5rskqt6hk5,13.3
2013-02-06 10:11:42,1,dr5rsp0qrtwn,dr5reym6w63b,4.5
2013-06-25 15:41:00,1,dr5rud3s1sue,dr5ruuf3dt1d,9.5
2014-03-31 19:31:00,5,dr5rvp0r6kh8,dr5ruqzfy9hq,9.5
2014-08-11 02:39:00,1,dr5ry99t4zbh,dr5rz446tnu7,9.0
2009-02-12 20:58:00,3,dr5rush5hn0d,dr5ruer6qvm8,4.5
2009-06-22 06:53:04,1,dr5reus2urzn,dr5ru6z3g30f,10.1
2009-11-22 20:07:00,1,dr79kn64jwst,dr797uuxxc1y,13.7
2010-01-25 07:48:42,1,dr5ru29c955w,dr5rsqghbq7v,4.9
2010-10-06 16:10:00,2,dr5rk1mbh6k4,dr5rk0vjtww8,4.5
2011-05-26 12:53:00,1,dr5rud7vc385,dr5ru9e31wty,3.3
2009-05-31 16:37:47,1,dr5ru30thzzc,dr5rus9bn3qf,5.7
2009-11-17 09:01:00,1,dr5ruutwsgqj,dr5rue50tj1w,6.1
2010-07-09 22:55:00,2,dr5rsnff6q62,dr5rk66f1bs9,20.5
2012-01-01 12:16:23,4,7zzzzzzzzzzz,7zzzzzzzzzzz,4.1
2014-12-22 17:46:00,1,dr5ru1s03tdb,dr5rut88kgxx,12.0
2010-05-20 22:41:00,2,dr5rue2nq8cg,dr5rugdg2pju,6.1
2012-12-07 20:22:18,2,dr5ru1bpcdvy,dr5rsp7kvbgu,8.0
2013-04-16 19:41:11,1,dr72js28gryu,dr72j6ztqg8u,4.5
2013-10-28 00:28:56,1,dr5rsnp0bet0,dr5rt5y0r76m,12.0
2014-09-13 17:50:28,1,dr5rsjtn7d57,dr5ru7c063m3,19.5
2012-04-21 10:48:53,1,dr5ru69bvkw5,dr5ru9nm72q5,7.3
2012-09-09 11:13:00,1,dr5rvnbyz3mn,dr5rvp9t7wbw,5.0
2013-08-17 20:46:00,1,dr5rue6peepm,dr5rsn602d66,12.0
2014-11-22 21:30:53,1,dr5rgbhf48vm,dr72h9u0f297,22.5
2010-01-20 12:38:00,1,dr5reyjxyxmd,dr5reumwhuup,4.5
2014-06-18 19:15:00,5,7zzzzzzzzzzz,7zzzzzzzzzzz,7.0
2015-05-16 03:37:06,1,dr5ru2fg1zyd,dr5ry7j421jx,20.0
2011-08-07 11:35:00,2,dr5rsjrgq9j3,dr5ru9scned8,7.3
2012-01-05 12:16:35,1,dr5rsj9mkmj3,dr5ru63gdwwb,8.5
2014-09-09 01:23:00,6,dr5rgbqv7c6y,dr5rsq0w0xpq,7.0
2014-10-22 19:47:00,1,dr72js0pdj9f,dr5rvpdfm0p6,8.5
2009-05-17 00:28:00,1,dr5rvnu6g2rq,dr5ruk15bucf,11.7
2010-05-27 06:57:00,5,dr5rumy3dkev,dr5rev5d2911,12.1
2010-08-29 14:00:00,1,dr5rsjxt0n4s,dr5rsmmkbzr3,3.7
2014-01-25 19:11:00,2,dr5ruvw8cg08,dr5ruvgecfms,3.5
2014-08-01 08:46:00,1,dr5ru8v52ss4,dr5ru71pkr1s,11.5
2011-03-05 12:13:00,2,dr5rvpd8j1eg,dr5ruvzssh4h,4.1
2012-05-28 19:57:26,3,7zzzzzzzzzzz,7zzzzzzzzzzz,7.3
2013-02-02 12:12:30,1,dr5rsru7c59n,dr5rgcr5upqx,8.0
2013-11-20 16:02:00,1,dr5ruxbk4j76,dr72hvk2nr87,12.0
2014-10-09 21:41:00,3,dr5rvjujgjt0,dr5ru27e42v0,13.0
2014-11-13 19:13:00,5,dr72h9pyc9s8,dr72h9n30qx3,2.5
2013-10-02 07:17:51,1,dr5ru76n3hde,dr5ru63hpdc3,7.5
2014-05-16 01:03:55,1,dr5rut6fjx01,dr5ruxb05wfw,6.0
2009-03-31 07:30:00,1,dr5rvhbfejgu,dr5rus5c6wpj,7.7
2009-11-08 17:16:07,1,dr5rsqs08q50,dr5refqed67q,10.1
2013-04-28 11:59:50,1,dr5rsp7tr6vx,dr5rsqr9k0zh,6.5
2009-03-30 16:27:00,1,dr5x0z0q6tu4,dr5ru7n5n9wh,45.0
2010-04-26 18:02:20,1,dr5rskdhnzun,dr5ruvnu1crn,12.9
2010-06-10 08:20:00,1,dr5ruyk4vtrs,dr5rut3fwcdt,6.5
2012-06-17 20:32:54,1,dr5ru7tbh5df,dr72xj7rf6zb,32.9
2012-09-09 05:04:00,5,dr5rgcjswzvb,dr5regmhscbj,10.5
2012-06-13 19:16:36,1,dr5ruvutd0xh,dr5rvjvud06s,4.5
2014-01-02 20:32:00,4,dr5refmg5d2t,dr5refhzdtqu,9.0
2010-04-03 12:03:37,2,dr5rug64cvkz,dr5ru017qeb9,9.7
2011-06-15 20:09:00,1,dr72hdmdde0b,dr5rurzsbu62,4.9
2014-03-13 23:31:00,2,dr5ruk5s5d43,dr5ruuy1xb59,9.0
2014-12-07 14:38:00,6,dr5rs48x43pk,dr5ru6n0f4m3,18.0
2015-02-28 11:26:42,5,dr5ru2tcp29n,dr5ru3ggcfq9,10.0
2009-11-17 17:13:15,1,dr5ruzw7pm98,dr5rurnn4rm9,6.9
2011-07-06 21:20:00,2,dr5rumpqjh0w,dr5rvjmcp59s,8.1
2014-01-09 22:46:00,2,dr5ruu8239zh,dr5ru0ygj86w,10.0
